director_name,movie_title,actor_1_name,actor_2_name,actor_3_name,genres
Ole Bornedal,the possession,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror Thriller
Ted Kotcheff,first blood,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama
Sylvain White,stomp the yard,Chris Brown,Laz Alonso,Harry Lennix,Drama Music Romance
Lewis Gilbert,the spy who loved me,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action Adventure Sci-Fi Thriller
unknown,ghost hunters            ,Amy Bruni,Steve Gonsalves,Jason Hawes,Documentary
Jamie Blanks,urban legend,Alicia Witt,Loretta Devine,Julian Richings,Horror Mystery Thriller
Stephen Frears,dangerous liaisons,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Drama Romance
Tyler Perry,good deeds,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,Comedy Drama Romance
Randal Kleiser,white fang,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Adventure Drama
Bruce McCulloch,superstar,Will Ferrell,Elaine Hendrix,Molly Shannon,Comedy Romance
Phyllida Lloyd,the iron lady,Meryl Streep,Jim Broadbent,Olivia Colman,Biography Drama History
Mike Nawrocki,jonah: a veggietales movie,Phil Vischer,Mike Nawrocki,Shelby Vischer,Adventure Animation Comedy Drama Family Musical
John Singleton,poetic justice,Janet Jackson,Khandi Alexander,Maya Angelou,Drama Romance
Kevin Bray,all about the benjamins,Mike Epps,Roger Guenveur Smith,Gino Salvano,Action Comedy Crime Thriller
Wes Craven,vampire in brooklyn,John Witherspoon,W. Earl Brown,Allen Payne,Comedy Fantasy Horror Romance
John Boorman,exorcist ii: the heretic,Linda Blair,Richard Burton,Ned Beatty,Horror
Courtney Solomon,an american haunting,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Horror Mystery Thriller
David Zucker,my boss's daughter,Carmen Electra,Tyler Labine,Molly Shannon,Comedy Romance
David Twohy,a perfect getaway,Chris Hemsworth,Milla Jovovich,Marley Shelton,Adventure Mystery Thriller
Rick Famuyiwa,our family wedding,America Ferrera,Lance Gross,Lupe Ontiveros,Comedy Romance
Alan Cohn,dead man on campus,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,Comedy
Franco Zeffirelli,tea with mussolini,Lily Tomlin,Joan Plowright,Paolo Seganti,Comedy Drama War
Tom Holland,thinner,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Fantasy Horror
Martin Scorsese,"new york, new york",Robert De Niro,Liza Minnelli,Mary Kay Place,Drama Music Musical Romance
Spike Lee,crooklyn,Alfre Woodard,Delroy Lindo,Isaiah Washington,Comedy Drama
Chris Rock,i think i love my wife,Steve Buscemi,Eliza Coupe,Wendell Pierce,Comedy Drama Romance
James Isaac,jason x,Peter Mensah,Kane Hodder,Lexa Doig,Action Horror Sci-Fi Thriller
Shawn Levy,big fat liar,Frankie Muniz,Donald Faison,Lee Majors,Adventure Comedy Family
Emilio Estevez,bobby,Anthony Hopkins,Nick Cannon,Brian Geraghty,Drama History
Mark Waters,head over heels,Monica Potter,Ivana Milicevic,China Chow,Comedy Mystery Romance
Josh Schwartz,fun size,Thomas McDonell,Jackson Nicoll,Osric Chau,Adventure Comedy
Julian Schnabel,the diving bell and the butterfly,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,Biography Drama
Todd Field,little children,Kate Winslet,Noah Emmerich,Jane Adams,Drama Romance
Davis Guggenheim,gossip,Norman Reedus,Sharon Lawrence,Noam Jenkins,Drama Mystery Thriller
Tony Goldwyn,a walk on the moon,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,Drama
Phillip Noyce,catch a fire,Derek Luke,Terry Pheto,Bonnie Henna,Biography Drama History
Stephen Carpenter,soul survivors,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Drama Horror Mystery Thriller
James Ivory,jefferson in paris,Seth Gilliam,Todd Boyce,Nigel Whitmey,Biography Drama History Romance
Stephan Elliott,easy virtue,Colin Firth,Kristin Scott Thomas,Kris Marshall,Comedy Romance
James Fargo,caravans,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,Action Adventure History
Mike Leigh,mr. turner,Lesley Manville,Ruth Sheen,Karl Johnson,Biography Drama History
Alain Resnais,wild grass,Mathieu Amalric,Sara Forestier,Edouard Baer,Drama Romance
Costa-Gavras,amen.,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,Biography Crime Drama War
Chao-Bin Su,reign of assassins,Woo-sung Jung,Shawn Yue,Kelly Lin,Action
Neil Burger,the lucky ones,John Heard,Katherine LaNasa,Mark L. Young,Comedy Drama War
Kenneth Lonergan,margaret,Matt Damon,Kieran Culkin,John Gallagher Jr.,Drama
Bo Zenga,stan helsing,Steve Howey,Kenan Thompson,Diora Baird,Comedy Horror
Rob Reiner,flipped,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Comedy Drama Romance
Ang Lee,brokeback mountain,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Drama Romance
Jonathan Liebesman,teenage mutant ninja turtles,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi
Amy Heckerling,clueless,Donald Faison,Dan Hedaya,Elisa Donovan,Comedy Romance
Todd Haynes,far from heaven,Dennis Quaid,Celia Weston,Michael Gaston,Drama Romance
Steve Pink,hot tub time machine 2,Adam Scott,Gillian Jacobs,Collette Wolfe,Comedy Sci-Fi
unknown,dekalog            ,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,Drama
Philip Kaufman,quills,Kate Winslet,Stephen Marcus,Amelia Warner,Biography Drama
Martin McDonagh,seven psychopaths,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,Comedy Crime
Kasi Lemmons,the caveman's valentine,Colm Feore,Tamara Tunie,Aunjanue Ellis,Crime Drama Music Mystery Thriller
unknown,the border            ,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,Action Crime Drama Thriller
Oliver Hirschbiegel,downfall,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Biography Drama History War
Alejandro Amenábar,the sea inside,Belén Rueda,Lola Dueñas,Tamar Novas,Biography Drama Romance
Jonathan Glazer,under the skin,Scarlett Johansson,Paul Brannigan,Alison Chand,Drama Horror Sci-Fi Thriller
Barry Levinson,"good morning, vietnam",Robin Williams,J.T. Walsh,Bruno Kirby,Biography Comedy Drama War
Hyung-rae Shim,the last godfather,Jason Mewes,Stephanie Danielson,Michael Rispoli,Comedy
Jon M. Chu,justin bieber: never say never,Usher Raymond,Sean Kingston,Boys II Men,Documentary Music
Darren Aronofsky,black swan,Natalie Portman,Mila Kunis,Mark Margolis,Drama Thriller
José Padilha,robocop,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller
Francis Ford Coppola,the godfather: part ii,Robert De Niro,Al Pacino,Robert Duvall,Crime Drama
Thomas Carter,save the last dance,Sean Patrick Thomas,Terry Kinney,Fredro Starr,Drama Music Romance
Renny Harlin,a nightmare on elm street 4: the dream master,Tuesday Knight,Rodney Eastman,Brooke Bundy,Fantasy Horror Thriller
Patricia Riggen,miracles from heaven,Jennifer Garner,Brighton Sharbino,Martin Henderson,Drama
Danny Leiner,"dude, where's my car?",Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Comedy Mystery
Christopher Cain,young guns,Jack Palance,Patrick Wayne,Brian Keith,Action Crime Drama Thriller Western
Theodore Melfi,st. vincent,Bill Murray,Naomi Watts,Reg E. Cathey,Comedy Drama
Steve Pink,about last night,Joe Lo Truglio,Regina Hall,Bryan Callen,Comedy Romance
Gil Junger,10 things i hate about you,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,Comedy Drama Romance
Ed Decter,the new guy,Zooey Deschanel,Eddie Griffin,Gene Simmons,Comedy
Gene Quintano,loaded weapon 1,Jon Lovitz,Lin Shaye,Bill Nunn,Action Comedy Crime
Jaume Collet-Serra,the shallows,Óscar Jaenada,Brett Cullen,Sedona Legge,Drama Horror Thriller
Eric Bress,the butterfly effect,Logan Lerman,Eric Stoltz,Cameron Bright,Sci-Fi Thriller
Chris Koch,snow day,Chris Elliott,Mark Webber,Jean Smart,Adventure Comedy Family
Preston A. Whitmore II,this christmas,Mekhi Phifer,Chris Brown,Loretta Devine,Comedy Drama Romance
Bob Clark,baby geniuses,Kathleen Turner,Dom DeLuise,Ruby Dee,Comedy Crime Family Sci-Fi
Kirk Wong,the big hit,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Action Comedy Crime Thriller
Bronwen Hughes,harriet the spy,Gregory Smith,Eartha Kitt,Charlotte Sullivan,Comedy Drama Family
John Lafia,child's play 2,Jenny Agutter,Beth Grant,Greg Germann,Fantasy Horror
Sam Miller,no good deed,Leslie Bibb,Kate del Castillo,Henry Simmons,Crime Thriller
Frank Darabont,the mist,Toby Jones,Alexa Davalos,Jeffrey DeMunn,Horror
Alex Garland,ex machina,Elina Alminas,Sonoya Mizuno,Corey Johnson,Drama Mystery Sci-Fi Thriller
Spike Jonze,being john malkovich,Willie Garson,Orson Bean,Mary Kay Place,Comedy Drama Fantasy
Mark Brown,two can play that game,Mo'Nique,Vivica A. Fox,Tamala Jones,Comedy Romance
Dave Green,earth to echo,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Adventure Family Sci-Fi
John Stockwell,crazy/beautiful,Kirsten Dunst,Jay Hernandez,Rolando Molina,Drama Romance
Clint Eastwood,letters from iwo jima,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,Drama History War
Michael Polish,the astronaut farmer,J.K. Simmons,Virginia Madsen,Bruce Dern,Adventure Drama Sci-Fi
Daisy von Scherler Mayer,woo,LL Cool J,Jada Pinkett Smith,Dave Chappelle,Comedy Romance
Lenny Abrahamson,room,Joan Allen,Jacob Tremblay,Cas Anvar,Drama
Bob Saget,dirty work,Don Rickles,Jack Warden,Traylor Howard,Comedy
John Waters,serial mom,Kathleen Turner,Sam Waterston,Traci Lords,Comedy Crime Thriller
Andrew Fleming,dick,Ryan Reynolds,Will Ferrell,Kirsten Dunst,Comedy
Niels Arden Oplev,del 1 - män som hatar kvinnor            ,Michael Nyqvist,David Dencik,Lena Endre,Action Crime Mystery Thriller
Craig Bolotin,light it up,Rosario Dawson,Vanessa Williams,Robert Ri'chard,Drama Thriller
Mark Christopher,54,Salma Hayek,Ellen Albertini Dow,Sela Ward,Drama Music
Blair Hayes,bubble boy,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Adventure Comedy Romance Sci-Fi
Jez Butterworth,birthday girl,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,Comedy Crime Thriller
Jon Lucas,21 & over,Justin Chon,Josie Loren,Sarah Wright,Comedy
Olivier Assayas,"paris, je t'aime",Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,Comedy Drama Romance
Rod Lurie,resurrecting the champ,Harry Lennix,Kathryn Morris,Peter Coyote,Drama Sport
Paul Weitz,admission,Tina Fey,Sarita Choudhury,Christopher Evan Welch,Comedy Drama Romance
Patrice Leconte,the widow of saint-pierre,Emir Kusturica,Daniel Auteuil,Yves Jacques,Drama Romance
Atom Egoyan,chloe,Liam Neeson,Meghan Heffern,Natalie Lisinska,Drama Mystery Romance Thriller
Paul Mazursky,faithful,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Comedy Crime Drama
Jim Sheridan,brothers,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,Drama Thriller
Sidney Lumet,find me guilty,Peter Dinklage,Vin Diesel,Alex Rocco,Biography Comedy Crime Drama
Stephen Chbosky,the perks of being a wallflower,Logan Lerman,Ezra Miller,Kate Walsh,Drama Romance
Jon Hess,excessive force,Burt Young,Ian Gomez,Thomas Ian Griffith,Action
Douglas McGrath,infamous,Toby Jones,Isabella Rossellini,Hope Davis,Biography Crime Drama
Michael Winterbottom,the claim,Milla Jovovich,Sarah Polley,Shirley Henderson,Drama Romance Western
Mark Neveldine,the vatican tapes,Djimon Hounsou,Alison Lohman,Dougray Scott,Horror Thriller
Joe Cornish,attack the block,John Boyega,Luke Treadaway,Jodie Whittaker,Action Comedy Sci-Fi Thriller
Angelina Jolie Pitt,in the land of blood and honey,Jelena Jovanova,Nikola Djuricko,Branko Djuric,Drama Romance War
Brad Anderson,the call,Michael Imperioli,Tara Platt,Roma Maffia,Crime Thriller
John H. Lee,operation chromite,Liam Neeson,Dean Dawson,Jung-jae Lee,Action Drama History War
John Stainton,the crocodile hunter: collision course,Steve Irwin,Aden Young,Steve Bastoni,Action Adventure Comedy Family
Glenn Ficarra,i love you phillip morris,Dameon Clarke,Louis Herthum,Annie Golden,Biography Comedy Crime Drama Romance
Jean-Jacques Annaud,quest for fire,Rae Dawn Chong,Everett McGill,Gary Schwartz,Adventure Drama History
Denzel Washington,antwone fisher,Denzel Washington,Kevin Connolly,Derek Luke,Biography Drama
Michael Hoffman,the emperor's club,Gabriel Millman,Embeth Davidtz,Rob Morrow,Drama
Tony Scott,true romance,Brad Pitt,Gary Oldman,Michael Rapaport,Action Crime Drama Romance Thriller
Benedek Fliegauf,womb,Eva Green,Matt Smith,Hannah Murray,Drama Romance Sci-Fi
James Foley,glengarry glen ross,Kevin Spacey,Al Pacino,Jude Ciccolella,Crime Drama Mystery
Michael Winterbottom,the killer inside me,Liam Aiken,Ned Beatty,Jay R. Ferguson,Crime Drama Thriller
Paul Schrader,cat people,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller
Stewart Hendler,sorority row,Julian Morris,Margo Harshman,Rumer Willis,Horror Mystery
John Cromwell,the prisoner of zenda,David Niven,Mary Astor,Ronald Colman,Adventure Drama Romance
Craig Gillespie,lars and the real girl,Ryan Gosling,Kelli Garner,Paul Schneider,Comedy Drama Romance
Mark Herman,the boy in the striped pajamas,Richard Johnson,Sheila Hancock,Cara Horgan,Drama War
Lars von Trier,dancer in the dark,Catherine Deneuve,Udo Kier,Björk,Crime Drama Musical
Gillian Armstrong,oscar and lucinda,Tom Wilkinson,Richard Roxburgh,Clive Russell,Drama Romance
Abel Ferrara,the funeral,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Crime Drama
Brian Koppelman,solitary man,Jenna Fischer,David Costabile,Richard Schiff,Comedy Drama Romance
Ethan Maniquis,machete,Robert De Niro,Don Johnson,Cheech Marin,Action Crime Thriller
George Hickenlooper,casino jack,Kevin Spacey,Eric Schweig,Christian Campbell,Biography Comedy Crime Drama
Don Bluth,the land before time,Judith Barsi,Gabriel Damon,Bill Erwin,Adventure Animation Family
Je-kyu Kang,tae guk gi: the brotherhood of war,Min-sik Choi,Bin Won,Dong-gun Jang,Action Drama War
William Dear,the perfect game,Clifton Collins Jr.,Cheech Marin,Bruce McGill,Comedy Drama Family Sport
William Friedkin,the exorcist,Ellen Burstyn,Linda Blair,Lee J. Cobb,Horror
Steven Spielberg,jaws,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller
Paul Weitz,american pie,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Comedy
Stéphane Aubier,ernest & celestine,Mackenzie Foy,Megan Mullally,Lambert Wilson,Animation Comedy Crime Drama Family
Michael Ritchie,the golden child,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action Adventure Comedy Fantasy Mystery
Tim Story,think like a man,Chris Brown,Romany Malco,Regina Hall,Comedy Romance
Tim Story,barbershop,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Comedy Drama
Nicholas Meyer,star trek ii: the wrath of khan,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi
Tom Shadyac,ace ventura: pet detective,Sean Young,Udo Kier,David Margulies,Comedy
John Badham,wargames,Matthew Broderick,Barry Corbin,Ally Sheedy,Sci-Fi Thriller
Peter Weir,witness,Harrison Ford,Viggo Mortensen,Lukas Haas,Crime Drama Romance Thriller
Mike McCoy,act of valor,Alex Veadov,Jason Cottle,Rorke Denver,Action Adventure Drama Thriller War
Anne Fletcher,step up,Channing Tatum,Alyson Stoner,Josh Henderson,Crime Drama Music Romance
Mike Judge,beavis and butt-head do america,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime
Quentin Tarantino,jackie brown,Robert De Niro,Sid Haig,Robert Forster,Crime Thriller
Jon Hurwitz,harold & kumar escape from guantanamo bay,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy
Josh Trank,chronicle,Michael Kelly,Alex Russell,Ashley Hinshaw,Drama Sci-Fi Thriller
Barbra Streisand,yentl,Miriam Margolyes,Amy Irving,Steven Hill,Drama Musical Romance
Terry Gilliam,time bandits,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi
Tamra Davis,crossroads,Britney Spears,Katherine Boecher,Dave Allen,Comedy Drama
Nima Nourizadeh,project x,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Comedy Crime
Franklin J. Schaffner,patton,George C. Scott,Karl Malden,Bill Hickman,Biography Drama War
Mark Romanek,one hour photo,Robin Williams,Gary Cole,Connie Nielsen,Drama Thriller
John Erick Dowdle,quarantine,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller
David Moreau,the eye,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror Mystery
Christopher Erskin,johnson family vacation,Vanessa Williams,Shannon Elizabeth,Shad Moss,Comedy
Jesse Dylan,how high,Hector Elizondo,Fred Willard,T.J. Thyne,Comedy Fantasy
Brian Henson,the muppet christmas carol,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy Drama Family Fantasy Musical
Martin Campbell,casino royale,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller
Julie Taymor,frida,Salma Hayek,Roger Rees,Valeria Golino,Biography Drama Romance
Dan Cutforth,katy perry: part of me,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Documentary Music
Josh Boone,the fault in our stars,Shailene Woodley,Sam Trammell,Nat Wolff,Drama Romance
John Dahl,rounders,Matt Damon,Martin Landau,Gretchen Mol,Crime Drama
Chris Rock,top five,Rosario Dawson,Romany Malco,J.B. Smoove,Comedy Romance
John Frankenheimer,prophecy,Talia Shire,Richard Dysart,Robert Foxworth,Horror Sci-Fi
David Koepp,stir of echoes,Illeana Douglas,Kathryn Erbe,Lusia Strus,Horror Mystery Thriller
unknown,spartacus: war of the damned            ,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History
Stephen Frears,philomena,Steve Coogan,Mare Winningham,Peter Hermann,Biography Drama
Mike Binder,the upside of anger,Alicia Witt,Erika Christensen,Joan Allen,Comedy Drama
Franklin J. Schaffner,the boys from brazil,Laurence Olivier,Anne Meara,Steve Guttenberg,Drama Thriller
Elizabeth Allen Rosenbaum,aquamarine,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,Comedy Family Fantasy Romance
Jake Schreier,paper towns,Nat Wolff,Cara Delevingne,Meg Crosbie,Drama Mystery Romance
Cheryl Dunye,my baby's daddy,Michael Imperioli,Marsha Thomason,Bai Ling,Comedy
Alexander Payne,nebraska,Devin Ratray,Bruce Dern,Will Forte,Adventure Comedy Drama
Ernest R. Dickerson,tales from the crypt: demon knight,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller
Tim Hill,max keeble's big move,Noel Fisher,Amber Valletta,Larry Miller,Comedy Crime Family
Jason Reitman,young adult,Charlize Theron,Patton Oswalt,Collette Wolfe,Comedy Drama
Mark Neveldine,crank,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,Action Crime Thriller
Lionel C. Martin,how to be a player,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Comedy
Richard LaGravenese,living out loud,Holly Hunter,Eddie Cibrian,Jenette Goldstein,Comedy Drama Romance
Sanaa Hamri,just wright,Common,Laz Alonso,Mehcad Brooks,Comedy Romance Sport
Jonathan Demme,rachel getting married,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,Drama Romance
Bob Rafelson,the postman always rings twice,Anjelica Huston,Michael Lerner,John Colicos,Crime Drama Romance Thriller
Peter Webber,girl with a pearl earring,Scarlett Johansson,Colin Firth,Tom Wilkinson,Biography Drama Romance
Wolfgang Petersen,das boot,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,Adventure Drama Thriller War
John Lee Hancock,the alamo,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western
Wallace Wolodarsky,sorority boys,Heather Matarazzo,Barry Watson,Harland Williams,Comedy
Richard Curtis,about time,Tom Hughes,Tom Hollander,Lindsay Duncan,Drama Fantasy Romance
Yimou Zhang,house of flying daggers,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Action Adventure Drama Romance
Nicholas Jarecki,arbitrage,Nate Parker,Curtiss Cook,Reg E. Cathey,Drama Thriller
Dean Israelite,project almanac,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,Sci-Fi Thriller
Darnell Martin,cadillac records,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,Biography Drama Music
Scott Alexander,screwed,Sarah Silverman,Dave Chappelle,Sherman Hemsley,Comedy Crime
Stuart Gordon,fortress,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Action Crime Sci-Fi Thriller
Christopher Guest,for your consideration,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,Comedy
Woody Allen,celebrity,Melanie Griffith,Aleksa Palladino,Greg Mottola,Comedy Drama
Ryan Murphy,running with scissors,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,Comedy Drama
Robert Iscove,from justin to kelly,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,Comedy Musical Romance
