director_name,movie_title,actor_1_name,actor_2_name,actor_3_name,genres,comb
John Cromwell,the prisoner of zenda,David Niven,Mary Astor,Ronald Colman,Adventure Drama Romance,David Niven Mary Astor Ronald Colman John Cromwell Adventure Drama Romance
Craig Gillespie,lars and the real girl,Ryan Gosling,Kelli Garner,Paul Schneider,Comedy Drama Romance,Ryan Gosling Kelli Garner Paul Schneider Craig Gillespie Comedy Drama Romance
Mark Herman,the boy in the striped pajamas,Richard Johnson,Sheila Hancock,Cara Horgan,Drama War,Richard Johnson Sheila Hancock Cara Horgan Mark Herman Drama War
Lars von Trier,dancer in the dark,Catherine Deneuve,Udo Kier,Björk,Crime Drama Musical,Catherine Deneuve Udo Kier Björk Lars von Trier Crime Drama Musical
Gillian Armstrong,oscar and lucinda,Tom Wilkinson,Richard Roxburgh,Clive Russell,Drama Romance,Tom Wilkinson Richard Roxburgh Clive Russell Gillian Armstrong Drama Romance
Abel Ferrara,the funeral,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Crime Drama,Isabella Rossellini Vincent Gallo Gretchen Mol Abel Ferrara Crime Drama
Brian Koppelman,solitary man,Jenna Fischer,David Costabile,Richard Schiff,Comedy Drama Romance,Jenna Fischer David Costabile Richard Schiff Brian Koppelman Comedy Drama Romance
Ethan Maniquis,machete,Robert De Niro,Don Johnson,Cheech Marin,Action Crime Thriller,Robert De Niro Don Johnson Cheech Marin Ethan Maniquis Action Crime Thriller
George Hickenlooper,casino jack,Kevin Spacey,Eric Schweig,Christian Campbell,Biography Comedy Crime Drama,Kevin Spacey Eric Schweig Christian Campbell George Hickenlooper Biography Comedy Crime Drama
Don Bluth,the land before time,Judith Barsi,Gabriel Damon,Bill Erwin,Adventure Animation Family,Judith Barsi Gabriel Damon Bill Erwin Don Bluth Adventure Animation Family
Je-kyu Kang,tae guk gi: the brotherhood of war,Min-sik Choi,Bin Won,Dong-gun Jang,Action Drama War,Min-sik Choi Bin Won Dong-gun Jang Je-kyu Kang Action Drama War
William Dear,the perfect game,Clifton Collins Jr.,Cheech Marin,Bruce McGill,Comedy Drama Family Sport,Clifton Collins Jr. Cheech Marin Bruce McGill William Dear Comedy Drama Family Sport
William Friedkin,the exorcist,Ellen Burstyn,Linda Blair,Lee J. Cobb,Horror,Ellen Burstyn Linda Blair Lee J. Cobb William Friedkin Horror
Steven Spielberg,jaws,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller,Roy Scheider Robert Shaw Murray Hamilton Steven Spielberg Adventure Drama Thriller
Paul Weitz,american pie,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Comedy,Alyson Hannigan Shannon Elizabeth Natasha Lyonne Paul Weitz Comedy
Stéphane Aubier,ernest & celestine,Mackenzie Foy,Megan Mullally,Lambert Wilson,Animation Comedy Crime Drama Family,Mackenzie Foy Megan Mullally Lambert Wilson Stéphane Aubier Animation Comedy Crime Drama Family
Michael Ritchie,the golden child,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action Adventure Comedy Fantasy Mystery,Victor Wong Randall 'Tex' Cobb Charlotte Lewis Michael Ritchie Action Adventure Comedy Fantasy Mystery
Tim Story,think like a man,Chris Brown,Romany Malco,Regina Hall,Comedy Romance,Chris Brown Romany Malco Regina Hall Tim Story Comedy Romance
Tim Story,barbershop,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Comedy Drama,Sean Patrick Thomas Jason George Cedric the Entertainer Tim Story Comedy Drama
Nicholas Meyer,star trek ii: the wrath of khan,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi,Leonard Nimoy Kirstie Alley Nichelle Nichols Nicholas Meyer Action Adventure Sci-Fi
Tom Shadyac,ace ventura: pet detective,Sean Young,Udo Kier,David Margulies,Comedy,Sean Young Udo Kier David Margulies Tom Shadyac Comedy
John Badham,wargames,Matthew Broderick,Barry Corbin,Ally Sheedy,Sci-Fi Thriller,Matthew Broderick Barry Corbin Ally Sheedy John Badham Sci-Fi Thriller
Peter Weir,witness,Harrison Ford,Viggo Mortensen,Lukas Haas,Crime Drama Romance Thriller,Harrison Ford Viggo Mortensen Lukas Haas Peter Weir Crime Drama Romance Thriller
Mike McCoy,act of valor,Alex Veadov,Jason Cottle,Rorke Denver,Action Adventure Drama Thriller War,Alex Veadov Jason Cottle Rorke Denver Mike McCoy Action Adventure Drama Thriller War
Anne Fletcher,step up,Channing Tatum,Alyson Stoner,Josh Henderson,Crime Drama Music Romance,Channing Tatum Alyson Stoner Josh Henderson Anne Fletcher Crime Drama Music Romance
Mike Judge,beavis and butt-head do america,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime,Bruce Willis Demi Moore John Doman Mike Judge Adventure Animation Comedy Crime
Quentin Tarantino,jackie brown,Robert De Niro,Sid Haig,Robert Forster,Crime Thriller,Robert De Niro Sid Haig Robert Forster Quentin Tarantino Crime Thriller
Jon Hurwitz,harold & kumar escape from guantanamo bay,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy,Danneel Ackles Eric Winter Beverly D'Angelo Jon Hurwitz Adventure Comedy
Josh Trank,chronicle,Michael Kelly,Alex Russell,Ashley Hinshaw,Drama Sci-Fi Thriller,Michael Kelly Alex Russell Ashley Hinshaw Josh Trank Drama Sci-Fi Thriller
Barbra Streisand,yentl,Miriam Margolyes,Amy Irving,Steven Hill,Drama Musical Romance,Miriam Margolyes Amy Irving Steven Hill Barbra Streisand Drama Musical Romance
Terry Gilliam,time bandits,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi,Shelley Duvall Michael Palin Kenny Baker Terry Gilliam Adventure Comedy Fantasy Sci-Fi
Nima Nourizadeh,project x,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Comedy Crime,Dax Flame Kirby Bliss Blanton Oliver Cooper Nima Nourizadeh Comedy Crime
Franklin J. Schaffner,patton,George C. Scott,Karl Malden,Bill Hickman,Biography Drama War,George C. Scott Karl Malden Bill Hickman Franklin J. Schaffner Biography Drama War
Mark Romanek,one hour photo,Robin Williams,Gary Cole,Connie Nielsen,Drama Thriller,Robin Williams Gary Cole Connie Nielsen Mark Romanek Drama Thriller
John Erick Dowdle,quarantine,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller,Andrew Fiscella Jay Hernandez Dania Ramirez John Erick Dowdle Horror Sci-Fi Thriller
David Moreau,the eye,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror Mystery,Chloë Grace Moretz Alessandro Nivola Obba Babatundé David Moreau Horror Mystery
Christopher Erskin,johnson family vacation,Vanessa Williams,Shannon Elizabeth,Shad Moss,Comedy,Vanessa Williams Shannon Elizabeth Shad Moss Christopher Erskin Comedy
Jesse Dylan,how high,Hector Elizondo,Fred Willard,T.J. Thyne,Comedy Fantasy,Hector Elizondo Fred Willard T.J. Thyne Jesse Dylan Comedy Fantasy
Brian Henson,the muppet christmas carol,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy Drama Family Fantasy Musical,Steven Mackintosh Jerry Nelson Steve Whitmire Brian Henson Comedy Drama Family Fantasy Musical
Martin Campbell,casino royale,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,Eva Green Tobias Menzies Ivana Milicevic Martin Campbell Action Adventure Thriller
Julie Taymor,frida,Salma Hayek,Roger Rees,Valeria Golino,Biography Drama Romance,Salma Hayek Roger Rees Valeria Golino Julie Taymor Biography Drama Romance
Dan Cutforth,katy perry: part of me,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Documentary Music,Lexie Contursi Ashley Ashida Dixon Anthony Burrell Dan Cutforth Documentary Music
Josh Boone,the fault in our stars,Shailene Woodley,Sam Trammell,Nat Wolff,Drama Romance,Shailene Woodley Sam Trammell Nat Wolff Josh Boone Drama Romance
John Dahl,rounders,Matt Damon,Martin Landau,Gretchen Mol,Crime Drama,Matt Damon Martin Landau Gretchen Mol John Dahl Crime Drama
Chris Rock,top five,Rosario Dawson,Romany Malco,J.B. Smoove,Comedy Romance,Rosario Dawson Romany Malco J.B. Smoove Chris Rock Comedy Romance
John Frankenheimer,prophecy,Talia Shire,Richard Dysart,Robert Foxworth,Horror Sci-Fi,Talia Shire Richard Dysart Robert Foxworth John Frankenheimer Horror Sci-Fi
David Koepp,stir of echoes,Illeana Douglas,Kathryn Erbe,Lusia Strus,Horror Mystery Thriller,Illeana Douglas Kathryn Erbe Lusia Strus David Koepp Horror Mystery Thriller
unknown,spartacus: war of the damned            ,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History,Peter Mensah Kelvin Taylor Viva Bianca unknown Action Adventure Biography Drama History
Stephen Frears,philomena,Steve Coogan,Mare Winningham,Peter Hermann,Biography Drama,Steve Coogan Mare Winningham Peter Hermann Stephen Frears Biography Drama
Mike Binder,the upside of anger,Alicia Witt,Erika Christensen,Joan Allen,Comedy Drama,Alicia Witt Erika Christensen Joan Allen Mike Binder Comedy Drama
Franklin J. Schaffner,the boys from brazil,Laurence Olivier,Anne Meara,Steve Guttenberg,Drama Thriller,Laurence Olivier Anne Meara Steve Guttenberg Franklin J. Schaffner Drama Thriller
Elizabeth Allen Rosenbaum,aquamarine,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,Comedy Family Fantasy Romance,Tammin Sursok Joanna 'JoJo' Levesque Dichen Lachman Elizabeth Allen Rosenbaum Comedy Family Fantasy Romance
Jake Schreier,paper towns,Nat Wolff,Cara Delevingne,Meg Crosbie,Drama Mystery Romance,Nat Wolff Cara Delevingne Meg Crosbie Jake Schreier Drama Mystery Romance
Cheryl Dunye,my baby's daddy,Michael Imperioli,Marsha Thomason,Bai Ling,Comedy,Michael Imperioli Marsha Thomason Bai Ling Cheryl Dunye Comedy
Alexander Payne,nebraska,Devin Ratray,Bruce Dern,Will Forte,Adventure Comedy Drama,Devin Ratray Bruce Dern Will Forte Alexander Payne Adventure Comedy Drama
Ernest R. Dickerson,tales from the crypt: demon knight,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller,CCH Pounder Jada Pinkett Smith Gary Farmer Ernest R. Dickerson Action Fantasy Horror Thriller
Tim Hill,max keeble's big move,Noel Fisher,Amber Valletta,Larry Miller,Comedy Crime Family,Noel Fisher Amber Valletta Larry Miller Tim Hill Comedy Crime Family
Jason Reitman,young adult,Charlize Theron,Patton Oswalt,Collette Wolfe,Comedy Drama,Charlize Theron Patton Oswalt Collette Wolfe Jason Reitman Comedy Drama
Mark Neveldine,crank,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,Action Crime Thriller,Jason Statham Edi Gathegi Jose Pablo Cantillo Mark Neveldine Action Crime Thriller
Lionel C. Martin,how to be a player,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Comedy,Bernie Mac Gilbert Gottfried Lark Voorhies Lionel C. Martin Comedy
Richard LaGravenese,living out loud,Holly Hunter,Eddie Cibrian,Jenette Goldstein,Comedy Drama Romance,Holly Hunter Eddie Cibrian Jenette Goldstein Richard LaGravenese Comedy Drama Romance
Sanaa Hamri,just wright,Common,Laz Alonso,Mehcad Brooks,Comedy Romance Sport,Common Laz Alonso Mehcad Brooks Sanaa Hamri Comedy Romance Sport
Jonathan Demme,rachel getting married,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,Drama Romance,Anne Hathaway Rosemarie DeWitt Bill Irwin Jonathan Demme Drama Romance
Bob Rafelson,the postman always rings twice,Anjelica Huston,Michael Lerner,John Colicos,Crime Drama Romance Thriller,Anjelica Huston Michael Lerner John Colicos Bob Rafelson Crime Drama Romance Thriller
Peter Webber,girl with a pearl earring,Scarlett Johansson,Colin Firth,Tom Wilkinson,Biography Drama Romance,Scarlett Johansson Colin Firth Tom Wilkinson Peter Webber Biography Drama Romance
Wolfgang Petersen,das boot,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,Adventure Drama Thriller War,Jürgen Prochnow Martin Semmelrogge Herbert Grönemeyer Wolfgang Petersen Adventure Drama Thriller War
John Lee Hancock,the alamo,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western,Dennis Quaid Marc Blucas Jordi Mollà John Lee Hancock Drama History War Western
Wallace Wolodarsky,sorority boys,Heather Matarazzo,Barry Watson,Harland Williams,Comedy,Heather Matarazzo Barry Watson Harland Williams Wallace Wolodarsky Comedy
Richard Curtis,about time,Tom Hughes,Tom Hollander,Lindsay Duncan,Drama Fantasy Romance,Tom Hughes Tom Hollander Lindsay Duncan Richard Curtis Drama Fantasy Romance
Yimou Zhang,house of flying daggers,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Action Adventure Drama Romance,Takeshi Kaneshiro Andy Lau Zhengyong Zhang Yimou Zhang Action Adventure Drama Romance
Nicholas Jarecki,arbitrage,Nate Parker,Curtiss Cook,Reg E. Cathey,Drama Thriller,Nate Parker Curtiss Cook Reg E. Cathey Nicholas Jarecki Drama Thriller
Dean Israelite,project almanac,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,Sci-Fi Thriller,Gary Weeks Jonny Weston Sofia Black-D'Elia Dean Israelite Sci-Fi Thriller
Darnell Martin,cadillac records,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,Biography Drama Music,Cedric the Entertainer Veronika Dash Tammy Blanchard Darnell Martin Biography Drama Music
Scott Alexander,screwed,Sarah Silverman,Dave Chappelle,Sherman Hemsley,Comedy Crime,Sarah Silverman Dave Chappelle Sherman Hemsley Scott Alexander Comedy Crime
Stuart Gordon,fortress,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Action Crime Sci-Fi Thriller,Christopher Lambert Kurtwood Smith Clifton Collins Jr. Stuart Gordon Action Crime Sci-Fi Thriller
Christopher Guest,for your consideration,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,Comedy,John Michael Higgins Catherine O'Hara Ed Begley Jr. Christopher Guest Comedy
Woody Allen,celebrity,Melanie Griffith,Aleksa Palladino,Greg Mottola,Comedy Drama,Melanie Griffith Aleksa Palladino Greg Mottola Woody Allen Comedy Drama
Ryan Murphy,running with scissors,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,Comedy Drama,Jill Clayburgh Joseph Cross Dagmara Dominczyk Ryan Murphy Comedy Drama
Robert Iscove,from justin to kelly,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,Comedy Musical Romance,Anika Noni Rose Kelly Clarkson Brian Dietzen Robert Iscove Comedy Musical Romance
Spike Lee,girl 6,Michael Imperioli,Debi Mazar,Gretchen Mol,Comedy Drama,Michael Imperioli Debi Mazar Gretchen Mol Spike Lee Comedy Drama
Jane Campion,in the cut,Jennifer Jason Leigh,Nick Damici,Susan Gardner,Mystery Thriller,Jennifer Jason Leigh Nick Damici Susan Gardner Jane Campion Mystery Thriller
James Gray,two lovers,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,Drama Romance,Isabella Rossellini Vinessa Shaw Samantha Ivers James Gray Drama Romance
Fred Schepisi,last orders,Bob Hoskins,Ray Winstone,JJ Feild,Drama,Bob Hoskins Ray Winstone JJ Feild Fred Schepisi Drama
Joon-ho Bong,the host,Doona Bae,Kang-ho Song,Ah-sung Ko,Comedy Drama Horror Sci-Fi,Doona Bae Kang-ho Song Ah-sung Ko Joon-ho Bong Comedy Drama Horror Sci-Fi
Roger Spottiswoode,the pursuit of d.b. cooper,Robert Duvall,Treat Williams,Paul Gleason,Adventure Crime Thriller,Robert Duvall Treat Williams Paul Gleason Roger Spottiswoode Adventure Crime Thriller
Antonia Bird,ravenous,Jeremy Davies,Jeffrey Jones,David Arquette,Fantasy Horror Thriller,Jeremy Davies Jeffrey Jones David Arquette Antonia Bird Fantasy Horror Thriller
Jon Poll,charlie bartlett,Robert Downey Jr.,Megan Park,Hope Davis,Comedy Drama Romance,Robert Downey Jr. Megan Park Hope Davis Jon Poll Comedy Drama Romance
Paolo Sorrentino,the great beauty,Toni Servillo,Sabrina Ferilli,Serena Grandi,Drama,Toni Servillo Sabrina Ferilli Serena Grandi Paolo Sorrentino Drama
Peter Care,the dangerous lives of altar boys,Kieran Culkin,Michael Harding,Jake Richardson,Comedy Drama,Kieran Culkin Michael Harding Jake Richardson Peter Care Comedy Drama
Chan-wook Park,stoker,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,Drama Thriller,Mia Wasikowska Alden Ehrenreich Harmony Korine Chan-wook Park Drama Thriller
Kar-Wai Wong,2046,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,Drama Romance Sci-Fi,Li Gong Tony Chiu Wai Leung Maggie Cheung Kar-Wai Wong Drama Romance Sci-Fi
Ira Sachs,married life,David Richmond-Peck,Erin Boyes,Timothy Webber,Crime Drama Romance,David Richmond-Peck Erin Boyes Timothy Webber Ira Sachs Crime Drama Romance
Carroll Ballard,duma,Eamonn Walker,Hope Davis,Campbell Scott,Adventure Drama Family,Eamonn Walker Hope Davis Campbell Scott Carroll Ballard Adventure Drama Family
Neil Jordan,ondine,Tony Curran,Stephen Rea,Alicja Bachleda,Drama Mystery Romance,Tony Curran Stephen Rea Alicja Bachleda Neil Jordan Drama Mystery Romance
Takeshi Kitano,brother,Omar Epps,Tatyana Ali,James Shigeta,Crime Drama Thriller,Omar Epps Tatyana Ali James Shigeta Takeshi Kitano Crime Drama Thriller
Anthony Russo,welcome to collinwood,Michael Jeter,Isaiah Washington,Andy Davoli,Comedy Crime,Michael Jeter Isaiah Washington Andy Davoli Anthony Russo Comedy Crime
Sidney Lumet,critical care,Kyra Sedgwick,Anne Bancroft,Albert Brooks,Comedy Drama,Kyra Sedgwick Anne Bancroft Albert Brooks Sidney Lumet Comedy Drama
Vadim Perelman,the life before her eyes,Eva Amurri Martino,Lynn Cohen,Brett Cullen,Drama Mystery Thriller,Eva Amurri Martino Lynn Cohen Brett Cullen Vadim Perelman Drama Mystery Thriller
Lawrence Kasdan,darling companion,Dianne Wiest,Mark Duplass,Sam Shepard,Comedy Drama Romance,Dianne Wiest Mark Duplass Sam Shepard Lawrence Kasdan Comedy Drama Romance
Marco Kreuzpaintner,trade,Zack Ward,Kate del Castillo,Alicja Bachleda,Crime Drama Thriller,Zack Ward Kate del Castillo Alicja Bachleda Marco Kreuzpaintner Crime Drama Thriller
Lajos Koltai,fateless,Marcell Nagy,Péter Fancsikai,Bálint Péntek,Drama Romance War,Marcell Nagy Péter Fancsikai Bálint Péntek Lajos Koltai Drama Romance War
Alan Rudolph,breakfast of champions,Bruce Willis,Albert Finney,Omar Epps,Comedy,Bruce Willis Albert Finney Omar Epps Alan Rudolph Comedy
Vincenzo Natali,cypher,David Hewlett,Jeremy Northam,Kari Matchett,Mystery Romance Sci-Fi Thriller,David Hewlett Jeremy Northam Kari Matchett Vincenzo Natali Mystery Romance Sci-Fi Thriller
Chuan Lu,city of life and death,Ye Liu,Yuanyuan Gao,Ryu Kohata,Drama History War,Ye Liu Yuanyuan Gao Ryu Kohata Chuan Lu Drama History War
Lijun Sun,legend of kung fu rabbit,Jon Heder,Tom Arnold,Rebecca Black,Action Adventure Animation Comedy Family,Jon Heder Tom Arnold Rebecca Black Lijun Sun Action Adventure Animation Comedy Family
Takashi Yamazaki,space battleship yamato,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,Action Adventure Drama Sci-Fi,Takuya Kimura Meisa Kuroki Hiroyuki Ikeuchi Takashi Yamazaki Action Adventure Drama Sci-Fi
Renny Harlin,5 days of war,Richard Coyle,Kenneth Cranham,Ana Imnadze,Action Drama War,Richard Coyle Kenneth Cranham Ana Imnadze Renny Harlin Action Drama War
Christopher Smith,triangle,Rachael Carpani,Michael Dorman,Emma Lung,Fantasy Mystery Thriller,Rachael Carpani Michael Dorman Emma Lung Christopher Smith Fantasy Mystery Thriller
Timothy Hines,10 days in a madhouse,Christopher Lambert,Kelly LeBrock,Alexandra Callas,Drama,Christopher Lambert Kelly LeBrock Alexandra Callas Timothy Hines Drama
Randall Wallace,heaven is for real,Jacob Vargas,Connor Corum,Rob Moran,Biography Drama,Jacob Vargas Connor Corum Rob Moran Randall Wallace Biography Drama
David Winters,dancin' it's on,Gary Daniels,Matt Marr,Ginger Jensen,Family Musical,Gary Daniels Matt Marr Ginger Jensen David Winters Family Musical
Mary Lambert,pet sematary,Miko Hughes,Fred Gwynne,Denise Crosby,Fantasy Horror,Miko Hughes Fred Gwynne Denise Crosby Mary Lambert Fantasy Horror
Akira Kurosawa,madadayo,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,Drama,Tatsuo Matsumura Tetsu Watanabe Akira Terao Akira Kurosawa Drama
Jamie Thraves,the cry of the owl,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,Drama Thriller,Paddy Considine Caroline Dhavernas Charlotte Sullivan Jamie Thraves Drama Thriller
Mabel Cheung,a tale of three cities,Wei Tang,Ching Wan Lau,Hailu Qin,Drama,Wei Tang Ching Wan Lau Hailu Qin Mabel Cheung Drama
